srcip,dstip,srcport,dstport,proto,ts,td,pkt,byt,type
3746621224,719035192,19870,80,TCP,1458298382892000.0,0.10800000000000001,5,1149,background
3692409659,719035602,80,41702,TCP,1458298382896000.0,0.10400000000000001,7,2461,background
3229673071,719034713,40025,64234,TCP,1458298382896000.0,1.104,6,257,background
2821368605,719036236,51413,64780,TCP,1458298382896000.0,0.10400000000000001,4,172,background
3496631945,719035022,61603,80,TCP,1458298382900000.0,0.1,36,2064,background
1904003122,719034994,25,51710,TCP,1458298382900000.0,6.1,80,5090,background
1049649839,719034994,25,48168,TCP,1458298382900000.0,1.1,164,9537,background
915355291,719034752,13291,80,TCP,1458298382904000.0,1.0959999999999999,4,1068,background
3260585615,719034987,28895,80,TCP,1458298382904000.0,1.0959999999999999,79,5860,background
3561768062,719035635,36142,22001,TCP,1458298382904000.0,0.096,2,112,background
3687742935,719036082,58842,143,TCP,1458298382904000.0,0.096,4,179,background
3260585615,719034987,21292,80,TCP,1458298382908000.0,1.092,106,7239,background
1788375112,719035870,443,58605,TCP,1458298382908000.0,283.092,38,3897,background
1677996052,719036092,47326,80,TCP,1458298382908000.0,0.092,4,525,blacklist
869832334,719034999,32839,80,TCP,1458298382912000.0,6.087999999999999,60,7743,background
1165497140,719035192,49756,80,TCP,1458298382912000.0,0.08800000000000001,6,635,background
2768984420,719035603,49249,443,TCP,1458298382912000.0,7.087999999999999,14,2722,background
1165497140,719035192,11859,80,TCP,1458298382912000.0,0.08800000000000001,6,635,background
1166280106,719035065,56951,80,TCP,1458298382916000.0,0.084,6,792,background
1166280106,719035065,34969,80,TCP,1458298382916000.0,0.084,6,792,background
1165497140,719035192,49755,80,TCP,1458298382916000.0,0.084,6,635,background
1053584650,719035141,65286,443,TCP,1458298382916000.0,0.084,11,1417,background
4105631083,719034696,25,9624,TCP,1458298382916000.0,1.084,20,5635,background
1285831343,719034760,62078,110,TCP,1458298382920000.0,0.08,4,214,background
1165497140,719035192,49758,80,TCP,1458298382920000.0,0.08,7,687,background
3589660513,719035603,51406,80,TCP,1458298382920000.0,0.08,5,682,background
2945700442,719035195,443,62552,TCP,1458298382920000.0,0.08,2,170,background
3576633357,719035603,51878,443,TCP,1458298382920000.0,7.08,9,1125,background
714101733,719034752,51654,80,TCP,1458298382920000.0,3.08,2,92,background
3260585615,719034987,32123,80,TCP,1458298382920000.0,1.08,19,3430,background
3593057182,719035603,63004,443,TCP,1458298382924000.0,9.076,11,1145,background
3496631945,719035022,61605,80,TCP,1458298382924000.0,0.076,20,1232,background
3627788990,719035635,44652,22002,TCP,1458298382924000.0,0.076,4,457,background
3542786302,719036084,57636,80,TCP,1458298382924000.0,0.076,5,1647,background
3496631945,719035022,61606,80,TCP,1458298382924000.0,0.076,19,1180,background
3260585615,719034987,27211,80,TCP,1458298382928000.0,1.072,72,6214,background
3496631945,719035022,61607,80,TCP,1458298382928000.0,0.07200000000000001,15,972,background
1500223430,719034752,37361,80,TCP,1458298382928000.0,1.072,36,2076,background
3747616540,719034752,55204,80,TCP,1458298382932000.0,5.0680000000000005,5,224,background
1319157564,719036252,443,49200,TCP,1458298382932000.0,0.068,2,902,background
2330657936,719034713,443,50107,TCP,1458298382932000.0,0.068,2,645,background
2830630206,719035226,33723,443,TCP,1458298382936000.0,1.064,15,2837,background
869832334,719034999,32842,80,TCP,1458298382936000.0,6.064,70,9999,background
3515300958,719035635,45301,22015,TCP,1458298382936000.0,0.064,6,272,background
1137626133,719035635,38800,22011,TCP,1458298382936000.0,0.064,2,112,background
2207051990,719035635,55136,22001,TCP,1458298382940000.0,0.06,2,112,background
3735696582,719036387,1866,445,TCP,1458298382940000.0,3.06,2,96,background
1066617054,719034771,2802,80,TCP,1458298382944000.0,2.056,7,816,background
1617926811,719035603,50596,80,TCP,1458298382944000.0,8.056000000000001,8,1202,background
1325830767,719034994,25,54077,TCP,1458298382948000.0,1.052,70,5712,background
3383560760,719036069,64043,80,TCP,1458298382948000.0,6.0520000000000005,15,1346,background
3428958868,719034994,25,39075,TCP,1458298382948000.0,1.052,72,8819,background
2961475050,719034981,53771,110,TCP,1458298382952000.0,0.048,9,433,background
732179780,719035195,443,49891,TCP,1458298382956000.0,0.044000000000000004,3,211,background
1725437845,719035603,57479,443,TCP,1458298382956000.0,0.044000000000000004,3,120,background
3564544855,719035635,43247,22011,TCP,1458298382956000.0,0.044000000000000004,2,112,background
719124428,719036266,80,33785,TCP,1458298382956000.0,0.044000000000000004,2,92,background
612513030,719036341,8291,19668,TCP,1458298382956000.0,0.044000000000000004,2,92,background
3564110548,719035635,53301,22011,TCP,1458298382960000.0,0.04,2,112,background
3747622580,719035635,36482,43001,TCP,1458298382960000.0,0.04,2,112,background
732179470,719036254,443,62515,UDP,1458298382960000.0,0.04,2,208,background
732179505,719035247,80,64102,TCP,1458298382960000.0,0.04,6,6075,background
1689917808,719035635,42254,22001,TCP,1458298382960000.0,0.04,2,112,background
625905394,719036341,8291,19667,TCP,1458298382964000.0,0.036000000000000004,2,92,background
607267978,719035236,51269,80,TCP,1458298382964000.0,0.036000000000000004,5,1221,background
3634326504,719035635,36095,22011,TCP,1458298382964000.0,0.036000000000000004,2,112,background
732179514,719035658,443,2729,TCP,1458298382964000.0,0.036000000000000004,6,300,background
3652789494,719035603,3443,443,TCP,1458298382964000.0,6.0360000000000005,9,1504,background
1050807021,719034617,15124,53,TCP,1458298382968000.0,0.032,2,80,background
2236962687,719035635,58291,22001,TCP,1458298382968000.0,0.032,2,112,background
607267978,719035236,51271,80,TCP,1458298382968000.0,0.032,5,1197,background
915353735,719034994,25,48647,TCP,1458298382972000.0,3.028,43,6837,background
607267978,719035236,51267,80,TCP,1458298382972000.0,0.027999999999999997,5,1231,background
1335901249,719035635,57180,22001,TCP,1458298382972000.0,0.027999999999999997,2,112,background
3506381154,719034768,55753,1723,TCP,1458298382972000.0,9.027999999999999,3,180,background
3736131910,719035635,55888,43001,TCP,1458298382972000.0,0.027999999999999997,2,112,background
1049649850,719034686,56813,53,TCP,1458298382976000.0,0.024,2,80,background
3542492054,719035603,54053,443,TCP,1458298382976000.0,2.024,17,2550,background
839601022,719034983,45727,137,UDP,1458298382976000.0,3.0239999999999996,3,234,background
2208961319,719035208,3186,445,TCP,1458298382976000.0,3.0239999999999996,2,96,background
2403861754,719035602,53,56463,UDP,1458298382976000.0,0.024,2,360,background
1817886915,719036255,0,2816,ICMP,1458298382980000.0,3.02,2,112,background
1050807021,719034686,56812,53,TCP,1458298382980000.0,0.02,2,80,background
3593145024,719035603,55135,443,TCP,1458298382992000.0,15.008,11,1515,background
611425726,719034668,42676,80,TCP,1458298382992000.0,16.008,7,846,background
3692409717,719036221,80,64860,TCP,1458298382992000.0,296.008,46,5102,background
2403862665,719036092,53,47183,UDP,1458298382996000.0,0.004,2,238,blacklist
3510170085,719035603,41508,443,TCP,1458298382996000.0,0.004,2,141,background
3156164898,719034983,51883,80,TCP,1458298382996000.0,3.0039999999999996,3,180,background
2768984420,719035603,49239,443,TCP,1458298382996000.0,0.004,2,135,background
2441593490,719036252,443,53014,TCP,1458298382996000.0,1.004,9,4841,background
3585509830,719035603,64724,443,TCP,1458298382996000.0,13.004000000000001,10,1171,background
3379663347,719035603,62617,443,TCP,1458298382996000.0,0.004,2,80,background
714101733,719034752,51652,80,TCP,1458298383000000.0,0.0,1,40,background
2784780845,719036341,80,63936,TCP,1458298383000000.0,0.0,1,40,background
732179822,719036252,443,36160,TCP,1458298383000000.0,0.0,2,104,background
915355218,719034702,15815,80,TCP,1458298383000000.0,0.0,1,48,background
732179822,719035195,443,2348,TCP,1458298383000000.0,0.0,1,52,background
707527072,719034713,53,63125,UDP,1458298383000000.0,0.0,1,84,background
621217709,719036341,0,0,ICMP,1458298383000000.0,0.0,1,32,background
3428527862,719035777,44277,80,TCP,1458298383000000.0,4.0,1,40,background
2784780845,719036341,80,63934,TCP,1458298383000000.0,0.0,1,40,background
732178545,719036250,443,56970,TCP,1458298383000000.0,0.0,1,52,background
732178558,719035870,80,59953,TCP,1458298383000000.0,0.0,1,40,background
871604776,719035164,26608,443,TCP,1458298383000000.0,0.0,1,40,background
904151063,719036354,53,60818,UDP,1458298383000000.0,0.0,1,181,background
732179462,719035870,443,13871,TCP,1458298383000000.0,0.0,1,40,background
915355195,719034671,12017,80,TCP,1458298383000000.0,0.0,1,48,background
871399792,719036255,445,48068,TCP,1458298383000000.0,0.0,1,40,background
732178545,719036250,443,10464,TCP,1458298383000000.0,0.0,1,52,background
2784780835,719036341,80,63947,TCP,1458298383000000.0,0.0,1,40,background
814743712,719034631,53,53,UDP,1458298383000000.0,0.0,1,86,background
814743795,719034631,35864,53,UDP,1458298383000000.0,0.0,1,86,background
732178558,719035870,443,59956,TCP,1458298383000000.0,0.0,1,40,background
732178557,719035870,80,13842,TCP,1458298383000000.0,0.0,1,40,background
883466312,719036341,123,398,UDP,1458298383000000.0,0.0,1,76,background
732178557,719035870,443,13908,TCP,1458298383000000.0,0.0,1,52,background
732180921,719036252,443,57656,TCP,1458298383000000.0,0.0,1,52,background
3526241154,719034631,24112,53,UDP,1458298383000000.0,0.0,1,76,background
3933251581,719036361,48630,53,UDP,1458298383000000.0,0.0,1,62,background
628149642,719034650,63033,53,UDP,1458298383000000.0,0.0,1,67,background
3509585526,719034686,32378,53,UDP,1458298383000000.0,0.0,1,78,background
3509585526,719034686,26602,53,UDP,1458298383000000.0,0.0,1,78,background
3509585526,719034686,21417,53,UDP,1458298383000000.0,0.0,1,78,background
3509585526,719034686,17255,53,UDP,1458298383000000.0,0.0,1,78,background
3509585526,719034686,16506,53,UDP,1458298383000000.0,0.0,1,78,background
3509585526,719034686,11829,53,UDP,1458298383000000.0,0.0,1,78,background
3509585518,719035008,49881,53,UDP,1458298383000000.0,0.0,1,67,background
3509585518,719035008,30360,53,UDP,1458298383000000.0,0.0,1,67,background
3509585518,719035008,22681,53,UDP,1458298383000000.0,0.0,1,67,background
3509585518,719035008,16736,53,UDP,1458298383000000.0,0.0,1,67,background
3509585518,719034686,64146,53,UDP,1458298383000000.0,0.0,1,67,background
3509585518,719034686,54493,53,UDP,1458298383000000.0,0.0,1,67,background
3509585518,719034686,41742,53,UDP,1458298383000000.0,0.0,1,67,background
3579136508,719034977,1749,53,UDP,1458298383000000.0,0.0,1,76,background
3579136508,719034977,44946,53,UDP,1458298383000000.0,0.0,1,76,background
3579136508,719034977,61976,53,UDP,1458298383000000.0,0.0,1,80,background
3599341024,719036359,16971,53,UDP,1458298383000000.0,0.0,1,70,background
3500783453,719034713,53,63647,UDP,1458298383000000.0,0.0,1,99,background
3502397239,719036252,63373,53,UDP,1458298383000000.0,0.0,1,73,background
3494007565,719034617,53661,53,UDP,1458298383000000.0,0.0,1,69,background
3495522001,719036361,2002,53,UDP,1458298383000000.0,0.0,1,74,background
3495641106,719034734,35539,53,UDP,1458298383000000.0,0.0,1,56,background
3495641107,719034686,24383,53,UDP,1458298383000000.0,0.0,1,78,background
3509585526,719034686,48989,53,UDP,1458298383000000.0,0.0,1,78,background
3495641110,719034686,37446,53,UDP,1458298383000000.0,0.0,1,72,background
3495641093,719034686,48576,53,UDP,1458298383000000.0,0.0,1,56,background
3596618515,719036252,43869,53,UDP,1458298383000000.0,0.0,1,65,background
3509585518,719034686,23972,53,UDP,1458298383000000.0,0.0,1,67,background
3593271894,719035603,50832,443,TCP,1458298383000000.0,0.0,2,111,background
3593271894,719035603,50831,443,TCP,1458298383000000.0,0.0,2,111,background
3593271894,719035603,50820,443,TCP,1458298383000000.0,0.0,2,111,background
3495641110,719034686,47221,53,UDP,1458298383000000.0,0.0,1,76,background
3500783440,719034631,53,53,UDP,1458298383000000.0,0.0,1,99,background
2784781105,719036341,80,63917,TCP,1458298383000000.0,0.0,1,40,background
3588431463,719036361,56197,53,UDP,1458298383000000.0,0.0,1,74,background
3526241154,719034631,36332,53,UDP,1458298383000000.0,0.0,1,76,background
3526241154,719034631,51733,53,UDP,1458298383000000.0,0.0,1,76,background
3526241969,719034686,38488,53,UDP,1458298383000000.0,0.0,1,76,background
3526241969,719034686,43139,53,UDP,1458298383000000.0,0.0,1,76,background
2403862665,719036092,53,46804,UDP,1458298383000000.0,0.0,1,140,blacklist
3526242254,719034686,43611,53,UDP,1458298383000000.0,0.0,1,76,background
3526242254,719034686,48888,53,UDP,1458298383000000.0,0.0,1,76,background
2403862665,719036092,53,39999,UDP,1458298383000000.0,0.0,1,127,blacklist
3556112038,719034686,1412,53,UDP,1458298383000000.0,0.0,1,85,background
2403862665,719036078,53,52120,UDP,1458298383000000.0,0.0,1,130,background
3526241154,719034686,19990,53,UDP,1458298383000000.0,0.0,1,76,background
3533837370,719035192,40682,53,UDP,1458298383000000.0,0.0,1,82,background
3509585568,719034994,56044,53,UDP,1458298383000000.0,0.0,1,56,background
3509585568,719034994,38997,53,UDP,1458298383000000.0,0.0,1,56,background
3509585526,719035008,9982,53,UDP,1458298383000000.0,0.0,1,78,background
3509585526,719035008,47449,53,UDP,1458298383000000.0,0.0,1,78,background
958989754,719036146,161,35780,UDP,1458298383000000.0,0.0,1,79,background
3584610985,719034645,1987,80,TCP,1458298383000000.0,0.0,1,40,background
3509585526,719035008,30575,53,UDP,1458298383000000.0,0.0,1,78,background
3509585526,719035008,38981,53,UDP,1458298383000000.0,0.0,1,78,background
3509585526,719035008,4145,53,UDP,1458298383000000.0,0.0,1,78,background
3509585526,719035008,4247,53,UDP,1458298383000000.0,0.0,1,78,background
2784781105,719036341,80,63914,TCP,1458298383000000.0,0.0,1,40,background
3509585526,719035008,24931,53,UDP,1458298383000000.0,0.0,1,78,background
3584087591,719035603,53004,80,TCP,1458298383000000.0,0.0,1,52,background
3584087591,719035603,52284,80,TCP,1458298383000000.0,0.0,1,52,background
3561811584,719036084,47470,443,TCP,1458298383000000.0,0.0,2,141,background
607268605,719036341,0,0,ICMP,1458298383000000.0,300.0,31,992,background
3561804701,719035603,49663,443,TCP,1458298383000000.0,0.0,2,80,background
3543368968,719036060,49339,443,TCP,1458298383000000.0,0.0,1,40,background
3556112038,719034631,28916,53,UDP,1458298383000000.0,0.0,1,84,background
2784781105,719036341,80,63916,TCP,1458298383000000.0,0.0,1,40,background
637223038,719036354,53,63866,UDP,1458298383000000.0,0.0,1,117,background
3497167456,719036354,3517,53,UDP,1458298383000000.0,0.0,1,61,background
3462404130,719034815,10458,53,UDP,1458298383000000.0,0.0,14,910,background
3769225410,719036245,13785,10101,UDP,1458298383000000.0,0.0,1,58,background
3785634335,719034617,49001,53,UDP,1458298383000000.0,0.0,1,69,background
968338180,719035242,44499,53,UDP,1458298383000000.0,0.0,1,74,background
3800215842,719034815,39754,53,UDP,1458298383000000.0,0.0,15,975,background
3792629459,719036354,58163,53,UDP,1458298383000000.0,0.0,1,63,background
2784780835,719036341,80,63946,TCP,1458298383000000.0,0.0,1,40,background
3908240379,719036252,7925,53,UDP,1458298383000000.0,0.0,1,75,background
3526241154,719034686,47136,53,UDP,1458298383000000.0,0.0,1,76,background
3956960488,719036255,445,48793,TCP,1458298383000000.0,0.0,1,40,background
3975031515,719036354,31227,53,UDP,1458298383000000.0,0.0,1,63,background
4036433128,719036252,443,57682,TCP,1458298383000000.0,0.0,1,52,background
4039326011,719036252,443,49242,TCP,1458298383000000.0,0.0,1,83,background
1020371329,719034617,57839,53,UDP,1458298383000000.0,0.0,1,82,background
4039802966,719036252,443,57664,TCP,1458298383000000.0,0.0,1,52,background
4073439160,719035024,49477,27017,TCP,1458298383000000.0,0.0,1,40,background
4076108585,719036361,23073,53,UDP,1458298383000000.0,0.0,1,68,background
4110378818,719036247,19988,53,UDP,1458298383000000.0,0.0,1,77,background
628101668,719034631,35134,53,UDP,1458298383000000.0,0.0,1,62,background
2784780845,719036341,80,63937,TCP,1458298383000000.0,0.0,1,40,background
605332800,719034631,53,53,UDP,1458298383000000.0,0.0,1,99,background
613807286,719034862,57482,443,TCP,1458298383000000.0,0.0,1,40,background
569548498,719034631,53,53,UDP,1458298383000000.0,0.0,1,140,background
542030675,719034713,53,63176,UDP,1458298383000000.0,0.0,1,174,background
3750815843,719036355,54680,53,UDP,1458298383000000.0,0.0,1,81,background
541305809,719036281,53,52466,UDP,1458298383000000.0,0.0,1,86,background
4258670614,719036361,25244,53,UDP,1458298383000000.0,0.0,1,66,background
4257848074,719036359,48798,53,UDP,1458298383000000.0,0.0,1,76,background
4222969940,719036247,11981,53,UDP,1458298383000000.0,0.0,1,73,background
4130273096,719035192,2629,53,UDP,1458298383000000.0,0.0,1,82,background
4128421187,719036247,38947,53,UDP,1458298383000000.0,0.0,1,75,background
4126848831,719036247,37517,53,UDP,1458298383000000.0,0.0,1,69,background
4286632052,719034617,52939,53,UDP,1458298383000000.0,0.0,1,73,background
3496862548,719036341,0,0,ICMP,1458298383000000.0,0.0,1,32,background
3750660778,719036359,10805,53,UDP,1458298383000000.0,0.0,1,72,background
3714384160,719034617,55745,53,UDP,1458298383000000.0,0.0,1,75,background
3459319928,719036247,40537,53,UDP,1458298383000000.0,0.0,1,69,background
3471277208,719034617,5209,53,UDP,1458298383000000.0,0.0,1,63,background
3428933471,719034686,51587,53,UDP,1458298383000000.0,0.0,1,56,background
3428927807,719035231,48527,53,UDP,1458298383000000.0,0.0,1,76,background
3428927804,719035239,42722,53,UDP,1458298383000000.0,0.0,1,101,background
3428927803,719034617,49367,53,UDP,1458298383000000.0,0.0,1,95,background
3428927799,719034686,36402,53,UDP,1458298383000000.0,0.0,1,85,background
3428927779,719034617,43067,53,UDP,1458298383000000.0,0.0,1,95,background
3428926563,719035247,5228,63203,TCP,1458298383000000.0,0.0,1,52,background
3428926563,719034713,5228,55877,TCP,1458298383000000.0,0.0,1,52,background
3428920930,719034686,64044,53,UDP,1458298383000000.0,0.0,1,66,background
3428921082,719034631,33656,53,UDP,1458298383000000.0,0.0,1,89,background
3428921075,719034686,40873,53,UDP,1458298383000000.0,0.0,1,66,background
3428920952,719034686,37661,53,UDP,1458298383000000.0,0.0,1,67,background
3428920950,719034977,42383,53,UDP,1458298383000000.0,0.0,1,79,background
3428920948,719035008,47735,53,UDP,1458298383000000.0,0.0,1,78,background
3428920947,719034631,57163,53,UDP,1458298383000000.0,0.0,1,84,background
3696448314,719034631,27922,53,UDP,1458298383000000.0,0.0,1,66,background
3702208122,719035603,45171,80,TCP,1458298383000000.0,0.0,1,52,background
3661637837,719036255,443,7931,TCP,1458298383000000.0,0.0,1,40,background
1008554718,719036082,53,15093,UDP,1458298383000000.0,0.0,1,833,background
3655856176,719032356,44140,123,UDP,1458298383000000.0,0.0,1,220,background
3627930364,719034862,49336,443,TCP,1458298383000000.0,0.0,1,40,background
3725423075,719036252,3544,55358,UDP,1458298383000000.0,0.0,1,137,background
3633676509,719036252,36877,53,UDP,1458298383000000.0,0.0,1,71,background
3428943581,719034617,46532,53,UDP,1458298383000000.0,0.0,1,80,background
3428944421,719034686,53050,53,UDP,1458298383000000.0,0.0,1,85,background
3428944424,719035231,47189,53,UDP,1458298383000000.0,0.0,1,54,background
3428944446,719034617,55115,53,UDP,1458298383000000.0,0.0,1,84,background
3428920932,719034617,59919,53,UDP,1458298383000000.0,0.0,1,84,background
3428920934,719034686,43240,53,UDP,1458298383000000.0,0.0,1,78,background
3428943476,719034617,43884,53,UDP,1458298383000000.0,0.0,1,69,background
2403862665,719036092,53,50553,UDP,1458298383000000.0,0.0,1,125,blacklist
1114697591,719035224,39036,8080,TCP,1458298383000000.0,0.0,1,52,background
2403862665,719036252,53,51252,UDP,1458298383000000.0,0.0,1,148,background
3233221192,719034639,10378,17605,TCP,1458298383000000.0,0.0,1,40,background
3235118259,719034815,35469,33435,UDP,1458298383000000.0,3.0,4,160,background
3755740565,719036090,51444,80,TCP,1458298383000000.0,3.0,3,180,background
3235938786,719034617,57538,53,UDP,1458298383000000.0,0.0,1,75,background
3239776109,719034713,443,50323,TCP,1458298383000000.0,0.0,1,40,background
1285831343,719034760,62073,143,TCP,1458298383000000.0,0.0,2,114,background
3239773891,719034686,2993,53,UDP,1458298383000000.0,0.0,1,56,background
3264027080,719036252,41187,53,UDP,1458298383000000.0,0.0,1,71,background
3266388251,719036247,49262,53,UDP,1458298383000000.0,0.0,1,77,background
1327064032,719033030,47111,8080,TCP,1458298383000000.0,0.0,1,40,background
3270067855,719035015,39502,80,TCP,1458298383000000.0,0.0,1,52,background
2771055227,719035603,50913,443,TCP,1458298383000000.0,0.0,2,80,background
3270073982,719034987,61634,80,TCP,1458298383000000.0,0.0,1,52,background
2771055227,719035603,50909,443,TCP,1458298383000000.0,0.0,2,80,background
3270074065,719036130,57017,53,UDP,1458298383000000.0,0.0,1,66,background
2963730391,719034686,13177,53,UDP,1458298383000000.0,0.0,1,85,background
3270073885,719036133,37049,53,UDP,1458298383000000.0,0.0,1,66,background
2403862665,719034988,53,36349,UDP,1458298383000000.0,0.0,1,86,background
2403862665,719034985,53,60773,UDP,1458298383000000.0,0.0,1,157,background
2403862665,719034985,53,60275,UDP,1458298383000000.0,0.0,1,136,background
3270067916,719035015,53979,80,TCP,1458298383000000.0,0.0,1,52,background
2403862665,719034985,53,51764,UDP,1458298383000000.0,0.0,1,314,background
1325802184,719036255,1194,51092,TCP,1458298383000000.0,0.0,1,340,background
1395509786,719036341,443,54198,TCP,1458298383000000.0,0.0,1,130,background
3109565571,719034788,50176,80,TCP,1458298383000000.0,0.0,1,40,background
2842031946,719036252,58610,53,UDP,1458298383000000.0,0.0,1,71,background
2821599728,719034978,62422,53,UDP,1458298383000000.0,0.0,1,64,background
3144629740,1702145366,0,2048,ICMP,1458298383000000.0,0.0,1,84,background
2820211847,719036252,24317,53,UDP,1458298383000000.0,0.0,1,71,background
2403862665,719034994,53,55861,UDP,1458298383000000.0,0.0,1,85,background
2803950283,719036361,16114,53,UDP,1458298383000000.0,0.0,1,68,background
3156164902,719036130,44182,80,TCP,1458298383000000.0,0.0,1,60,background
2812691092,719034631,28494,53,UDP,1458298383000000.0,0.0,1,69,background
1330519552,719035870,53,57523,UDP,1458298383000000.0,0.0,1,84,background
2403862665,719034994,53,55980,UDP,1458298383000000.0,0.0,1,134,background
2403862665,719034994,53,58191,UDP,1458298383000000.0,0.0,1,93,background
2403862665,719034994,53,58254,UDP,1458298383000000.0,0.0,1,93,background
3156164932,719034666,54213,80,TCP,1458298383000000.0,0.0,1,60,background
3156164944,719034743,38150,80,TCP,1458298383000000.0,0.0,1,60,background
3177375571,719034987,52309,80,TCP,1458298383000000.0,0.0,2,80,background
3229677401,719034686,14755,53,UDP,1458298383000000.0,0.0,1,56,background
3229677401,719034686,36370,53,UDP,1458298383000000.0,0.0,1,63,background
1544808375,719036312,0,2048,ICMP,1458298383000000.0,0.0,1,84,background
1531412163,719034850,30049,80,TCP,1458298383000000.0,0.0,1,60,background
2403862665,719034994,53,57270,UDP,1458298383000000.0,0.0,1,95,background
2403862665,719034985,53,44167,UDP,1458298383000000.0,0.0,1,156,background
2403862665,719034985,53,38088,UDP,1458298383000000.0,0.0,1,81,background
2403862665,719034985,53,36437,UDP,1458298383000000.0,0.0,1,294,background
2403862665,719034998,53,49253,UDP,1458298383000000.0,0.0,1,80,background
2403862665,719034998,53,55030,UDP,1458298383000000.0,0.0,1,104,background
2403862665,719035002,53,45788,UDP,1458298383000000.0,0.0,1,80,background
2403862665,719035002,53,52344,UDP,1458298383000000.0,0.0,1,80,background
2403862665,719035003,53,33357,UDP,1458298383000000.0,0.0,1,80,background
2403862665,719035003,53,34470,UDP,1458298383000000.0,0.0,1,123,background
2403862665,719035003,53,37385,UDP,1458298383000000.0,0.0,1,80,background
2403862665,719035003,53,40330,UDP,1458298383000000.0,0.0,1,80,background
2403862665,719035003,53,40679,UDP,1458298383000000.0,0.0,1,80,background
2403862665,719034998,53,45027,UDP,1458298383000000.0,0.0,1,80,background
2403862665,719035003,53,44042,UDP,1458298383000000.0,0.0,1,136,background
3270073932,719034987,58991,80,TCP,1458298383000000.0,0.0,1,52,background
2403862665,719036341,53,58598,UDP,1458298383000000.0,0.0,1,98,background
3286538917,719036082,53,38407,UDP,1458298383000000.0,0.0,1,364,background
3286539133,719036082,53,13594,UDP,1458298383000000.0,0.0,1,136,background
3286539133,719036082,53,33732,UDP,1458298383000000.0,0.0,1,136,background
3274765937,719035192,46094,53,UDP,1458298383000000.0,0.0,1,64,background
3320868088,719036354,53,53170,UDP,1458298383000000.0,0.0,1,132,background
3336251582,719036355,24792,53,UDP,1458298383000000.0,0.0,1,73,background
3342643456,719033166,80,4683,TCP,1458298383000000.0,0.0,1,40,background
2403862665,719035003,53,45226,UDP,1458298383000000.0,0.0,1,80,background
2403862665,719034998,53,40836,UDP,1458298383000000.0,0.0,1,80,background
2403862665,719034998,53,38282,UDP,1458298383000000.0,0.0,1,80,background
2403862665,719034998,53,34360,UDP,1458298383000000.0,0.0,1,80,background
2403862665,719034985,53,33938,UDP,1458298383000000.0,0.0,1,335,background
2403862665,719034985,53,33815,UDP,1458298383000000.0,0.0,1,125,background
3239814118,719034977,46748,80,TCP,1458298383000000.0,11.0,11,1419,background
2403862665,719034985,53,32769,UDP,1458298383000000.0,0.0,1,84,background
2403862665,719034981,53,43399,UDP,1458298383000000.0,0.0,1,136,background
2403862665,719034981,53,36651,UDP,1458298383000000.0,0.0,1,123,background
2403862665,719034980,53,55873,UDP,1458298383000000.0,0.0,1,80,background
2403862665,719034994,53,58706,UDP,1458298383000000.0,0.0,1,72,background
2403862665,719034994,53,58805,UDP,1458298383000000.0,0.0,1,86,background
2403862665,719034994,53,58968,UDP,1458298383000000.0,0.0,1,148,background
2403862665,719034994,53,59115,UDP,1458298383000000.0,0.0,1,118,background
2403862665,719034994,53,59194,UDP,1458298383000000.0,0.0,1,97,background
2403862665,719034994,53,59276,UDP,1458298383000000.0,0.0,1,83,background
2403862665,719034994,53,59395,UDP,1458298383000000.0,0.0,1,112,background
2403862665,719034994,53,59761,UDP,1458298383000000.0,0.0,1,95,background
2403862665,719034994,53,60458,UDP,1458298383000000.0,0.0,1,174,background
2403862665,719034994,53,60882,UDP,1458298383000000.0,0.0,1,105,background
2403862665,719034994,53,60885,UDP,1458298383000000.0,0.0,1,105,background
2403862665,719034994,53,60925,UDP,1458298383000000.0,0.0,1,120,background
2403862665,719034997,53,40661,UDP,1458298383000000.0,0.0,1,80,background
2403862665,719034997,53,45251,UDP,1458298383000000.0,0.0,1,104,background
2403862665,719034994,53,55754,UDP,1458298383000000.0,0.0,1,122,background
2403862665,719034980,53,39708,UDP,1458298383000000.0,0.0,1,104,background
2403862665,719034994,53,55584,UDP,1458298383000000.0,0.0,1,92,background
2403862665,719034994,53,53827,UDP,1458298383000000.0,0.0,1,148,background
2403862665,719034994,53,37396,UDP,1458298383000000.0,0.0,1,77,background
2403862665,719034994,53,37708,UDP,1458298383000000.0,0.0,1,93,background
2403862665,719034994,53,38223,UDP,1458298383000000.0,0.0,1,74,background
2403862665,719034994,53,38470,UDP,1458298383000000.0,0.0,1,105,background
2403862665,719034994,53,39451,UDP,1458298383000000.0,0.0,1,121,background
2403862665,719034994,53,39942,UDP,1458298383000000.0,0.0,1,120,background
2403862665,719034994,53,40009,UDP,1458298383000000.0,0.0,1,93,background
2403862665,719034994,53,40158,UDP,1458298383000000.0,0.0,1,174,background
2403862665,719034994,53,41260,UDP,1458298383000000.0,0.0,1,87,background
2403862665,719034994,53,37252,UDP,1458298383000000.0,0.0,1,105,background
2403862665,719034994,53,41416,UDP,1458298383000000.0,0.0,1,95,background
2403862665,719034994,53,41584,UDP,1458298383000000.0,0.0,1,95,background
2403862665,719034994,53,41777,UDP,1458298383000000.0,0.0,1,120,background
2403862665,719034994,53,42526,UDP,1458298383000000.0,0.0,1,89,background
